"OriginalValue" "OriginalMeaning" "RecodedValue" "RecodedMeaning"
"6021" "602.1 Extirpation of lesion of bladder by open operation : partial cystectomy" "6021" "602.1 Extirpation of lesion of bladder by open operation : partial cystectomy"
"6022" "602.2 Extirpation of lesion of bladder by open operation : destruction of lesion" "6022" "602.2 Extirpation of lesion of bladder by open operation : destruction of lesion"
"6023" "602.3 Extirpation of lesion of bladder by open operation : excision of lesion" "6023" "602.3 Extirpation of lesion of bladder by open operation : excision of lesion"
"603" "603 Resection of bladder neck" "603" "603 Resection of bladder neck"
"6031" "603.1 Resection of bladder neck : open operation" "6031" "603.1 Resection of bladder neck : open operation"
"6032" "603.2 Resection of bladder neck : per-urethral" "6032" "603.2 Resection of bladder neck : per-urethral"
"604" "604 Cystostomy, (external)" "604" "604 Cystostomy, (external)"
"605" "605 Repair or replacement of bladder" "605" "605 Repair or replacement of bladder"
"6051" "605.1 Repair or replacement of bladder : augmentation of bladder" "6051" "605.1 Repair or replacement of bladder : augmentation of bladder"
"6052" "605.2 Repair or replacement of bladder : bladder neck repair" "6052" "605.2 Repair or replacement of bladder : bladder neck repair"
"6053" "605.3 Repair or replacement of bladder : for exstrophy" "6053" "605.3 Repair or replacement of bladder : for exstrophy"
"6054" "605.4 Reconstruction of bladder" "6054" "605.4 Reconstruction of bladder"
"607" "607 Cystoscopy with destruction of lesion of bladder" "607" "607 Cystoscopy with destruction of lesion of bladder"
"6071" "607.1 Cystoscopy with destruction of lesion of bladder : per-urethral resection or destruction" "6071" "607.1 Cystoscopy with destruction of lesion of bladder : per-urethral resection or destruction"
"6072" "607.2 Cystoscopy with destruction of lesion of bladder : radio-active implant" "6072" "607.2 Cystoscopy with destruction of lesion of bladder : radio-active implant"
"608" "608 Cystoscopy, not elsewhere classified" "608" "608 Cystoscopy, not elsewhere classified"
"6081" "608.1 Cystoscopy, not elsewhere classified : biopsy" "6081" "608.1 Cystoscopy, not elsewhere classified : biopsy"
"609" "609 Other per-urethral procedures, not elsewhere classified" "609" "609 Other per-urethral procedures, not elsewhere classified"
"6091" "609.1 Other per-urethral procedures, not elsewhere classified : lithotrity" "6091" "609.1 Other per-urethral procedures, not elsewhere classified : lithotrity"
"616" "616 Replacement of external urinary drainage" "616" "616 Replacement of external urinary drainage"
"617" "617 Incision of perivesical tissue" "617" "617 Incision of perivesical tissue"
"618" "618 Vesicourethral suspension" "618" "618 Vesicourethral suspension"
"6181" "618.1 Vesicourethral suspension : urethrovesical plication" "6181" "618.1 Vesicourethral suspension : urethrovesical plication"
"6182" "618.2 Vesicourethral suspension : putococcygeoplasty" "6182" "618.2 Vesicourethral suspension : putococcygeoplasty"
"6183" "618.3 Vesicourethral suspension : suprapubic sling" "6183" "618.3 Vesicourethral suspension : suprapubic sling"
"6184" "618.4 Vesicourethral suspension : retropubic suspension" "6184" "618.4 Vesicourethral suspension : retropubic suspension"
"6185" "618.5 Vesicourethral suspension : periurethral suspension" "6185" "618.5 Vesicourethral suspension : periurethral suspension"
"619" "619 Other operations on bladder, not elsewhere classified" "619" "619 Other operations on bladder, not elsewhere classified"
"6191" "619.1 : implantation of electrical stimulator" "6191" "619.1 : implantation of electrical stimulator"
"6192" "619.2 : freeing of adhesions" "6192" "619.2 : freeing of adhesions"
"620" "620 Urethrotomy, external" "620" "620 Urethrotomy, external"
"621" "621 Urethral meatotomy" "621" "621 Urethral meatotomy"
"622" "622 Destruction or excision of urethral lesion" "622" "622 Destruction or excision of urethral lesion"
"623" "623 Urethrostomy" "623" "623 Urethrostomy"
"624" "624 Repair of urethra" "624" "624 Repair of urethra"
"6241" "624.1 Repair of urethra : epispadias hypospadias" "6241" "624.1 Repair of urethra : epispadias hypospadias"
"6242" "624.2 Repair of urethra : sling operation" "6242" "624.2 Repair of urethra : sling operation"
"6243" "624.3 Repair of urethra : reduction of ruptured urethra" "6243" "624.3 Repair of urethra : reduction of ruptured urethra"
"6244" "624.4 Repair of urethra : obliteration of abnormal opening" "6244" "624.4 Repair of urethra : obliteration of abnormal opening"
"625" "625 Division or excision of stricture of urethra" "625" "625 Division or excision of stricture of urethra"
"626" "626 Urethroscopy" "626" "626 Urethroscopy"
"6261" "626.1 Urethroscopy : with biopsy" "6261" "626.1 Urethroscopy : with biopsy"
"627" "627 Dilatation of urethra" "627" "627 Dilatation of urethra"
"628" "628 Other operations on urethra" "628" "628 Other operations on urethra"
"629" "629 Repair of urinary injuries, not otherwise stated" "629" "629 Repair of urinary injuries, not otherwise stated"
"630" "630 Prostatectomy, suprapubic" "630" "630 Prostatectomy, suprapubic"
"631" "631 Prostatectomy, retropubic" "631" "631 Prostatectomy, retropubic"
"632" "632 Prostatectomy, perineal" "632" "632 Prostatectomy, perineal"
"633" "633 Prostatectomy, per-urethral" "633" "633 Prostatectomy, per-urethral"
"634" "634 Prostatectomy, not elsewhere classified" "634" "634 Prostatectomy, not elsewhere classified"
"635" "635 Radical prostatectomy" "635" "635 Radical prostatectomy"
"636" "636 Destruction of lesion of prostate" "636" "636 Destruction of lesion of prostate"
"637" "637 Other operations on prostate" "637" "637 Other operations on prostate"
"6371" "637.1 Other operations on prostate : control of haemorrhage" "6371" "637.1 Other operations on prostate : control of haemorrhage"
"6372" "637.2 Other operations on prostate : biopsy (needle)" "6372" "637.2 Other operations on prostate : biopsy (needle)"
"6373" "637.3 Other operations on prostate : prostatotomy, drainage of abscess" "6373" "637.3 Other operations on prostate : prostatotomy, drainage of abscess"
"6374" "637.4 Other operations on prostate : percutaneous aspiration" "6374" "637.4 Other operations on prostate : percutaneous aspiration"
"6375" "637.5 Other operations on prostate : incision of periprostatic tissue" "6375" "637.5 Other operations on prostate : incision of periprostatic tissue"
"638" "638 Drainage or removal of perivesical and periurethral tissues" "638" "638 Drainage or removal of perivesical and periurethral tissues"
"6382" "638.2 Drainage or removal of perivesical and periurethral tissues : injection" "6382" "638.2 Drainage or removal of perivesical and periurethral tissues : injection"
"639" "639 Operations on seminal vesicles" "639" "639 Operations on seminal vesicles"
"640" "640 Incision of testis and adnexa" "640" "640 Incision of testis and adnexa"
"6401" "640.1 Incision of testis and adnexa : incision of scrotum" "6401" "640.1 Incision of testis and adnexa : incision of scrotum"
"6402" "640.2 Incision of testis and adnexa : incision of testis" "6402" "640.2 Incision of testis and adnexa : incision of testis"
"6403" "640.3 Incision of testis and adnexa : removal of foreign body" "6403" "640.3 Incision of testis and adnexa : removal of foreign body"
"641" "641 Orchidectomy, unilateral or partial" "641" "641 Orchidectomy, unilateral or partial"
"642" "642 Castration, male" "642" "642 Castration, male"
"6421" "642.1 Excision or repair of hydrocele : hydrocelectomy" "6421" "642.1 Excision or repair of hydrocele : hydrocelectomy"
"6427" "642.7 Excision or repair of hydrocele : hyrodecele of spermatic cord" "6427" "642.7 Excision or repair of hydrocele : hyrodecele of spermatic cord"
"644" "644 Excision or repair of hydrocele" "644" "644 Excision or repair of hydrocele"
"6444" "644.4 Excision or repair of hydrocele: ligation of processus vaginalis" "6444" "644.4 Excision or repair of hydrocele: ligation of processus vaginalis"
"6447" "644.7 Excision or repair of hydrocele: hydrodecele of spermatic cord" "6447" "644.7 Excision or repair of hydrocele: hydrodecele of spermatic cord"
"645" "645 Tapping of hydrocele" "645" "645 Tapping of hydrocele"
"646" "646 Operation on varicocele" "646" "646 Operation on varicocele"
"6461" "646.1 Operation on varicocele : ligation" "6461" "646.1 Operation on varicocele : ligation"
"6462" "646.2 Operation on varicocele : excision" "6462" "646.2 Operation on varicocele : excision"
"647" "647 Extirpation of lesion of scrotum or testis, not elsewhere classified" "647" "647 Extirpation of lesion of scrotum or testis, not elsewhere classified"
"6471" "647.1 Extirpation of lesion of scrotum or testis, not elsewhere classified : scrotum" "6471" "647.1 Extirpation of lesion of scrotum or testis, not elsewhere classified : scrotum"
"6472" "647.2 Extirpation of lesion of scrotum or testis, not elsewhere classified : testis" "6472" "647.2 Extirpation of lesion of scrotum or testis, not elsewhere classified : testis"
"648" "648 Orchidopexy" "648" "648 Orchidopexy"
"6481" "648.1 Orchidopexy : implantation in thigh" "6481" "648.1 Orchidopexy : implantation in thigh"
"649" "649 Repair of testis and adnexa" "649" "649 Repair of testis and adnexa"
"6491" "649.1 Repair of testis and adnexa : with skin graft" "6491" "649.1 Repair of testis and adnexa : with skin graft"
"6492" "649.2 Repair of testis and adnexa : insertion of prothesis" "6492" "649.2 Repair of testis and adnexa : insertion of prothesis"
"650" "650 Epididymectomy, not elsewhere classified" "650" "650 Epididymectomy, not elsewhere classified"
"6501" "650.1 Epididymectomy, not elsewhere classified : excision of spermatocele" "6501" "650.1 Epididymectomy, not elsewhere classified : excision of spermatocele"
"6502" "650.2 Epididymectomy, not elsewhere classified : excision of other lesion of epididymisor" "6502" "650.2 Epididymectomy, not elsewhere classified : excision of other lesion of epididymisor"
"651" "651 Ligation or vasectomy of vas deferens" "651" "651 Ligation or vasectomy of vas deferens"
"6511" "651.1 Ligation or vasectomy of vas deferens : ligation" "6511" "651.1 Ligation or vasectomy of vas deferens : ligation"
"6512" "651.2 Ligation or vasectomy of vas deferens : vasectomy" "6512" "651.2 Ligation or vasectomy of vas deferens : vasectomy"
"652" "652 Anastomosis and repair of vas deferens" "652" "652 Anastomosis and repair of vas deferens"
"659" "659 Other operation on testis and adnexa" "659" "659 Other operation on testis and adnexa"
"6591" "659.1 Other operation on testis and adnexa : biopsy" "6591" "659.1 Other operation on testis and adnexa : biopsy"
"6592" "659.2 Other operation on testis and adnexa : aspiration" "6592" "659.2 Other operation on testis and adnexa : aspiration"
"6593" "659.3 Other operation on testis and adnexa : vasotomy" "6593" "659.3 Other operation on testis and adnexa : vasotomy"
"6594" "659.4 Other operation on testis and adnexa : detorsion" "6594" "659.4 Other operation on testis and adnexa : detorsion"
"6595" "659.5 Other operation on testis and adnexa : other repair of spermatic cord and epididymis" "6595" "659.5 Other operation on testis and adnexa : other repair of spermatic cord and epididymis"
"6596" "659.6 Other operation on testis and adnexa : injection" "6596" "659.6 Other operation on testis and adnexa : injection"
"660" "660 Preputiotomy" "660" "660 Preputiotomy"
"661" "661 Circumcision" "661" "661 Circumcision"
"6611" "661.1 Circumcision : ritual" "6611" "661.1 Circumcision : ritual"
"662" "662 Excision of penis" "662" "662 Excision of penis"
"663" "663 Excision of lesion of penis" "663" "663 Excision of lesion of penis"
"664" "664 Plastic repair of penis" "664" "664 Plastic repair of penis"
"669" "669 Other operations of male genital organs" "669" "669 Other operations of male genital organs"
"6691" "669.1 Other operations of male genital organs : biopsy" "6691" "669.1 Other operations of male genital organs : biopsy"
"670" "670 Operation for sexual transformation" "670" "670 Operation for sexual transformation"
"671" "671 Castration, female" "671" "671 Castration, female"
"672" "672 Partial oophorectomy" "672" "672 Partial oophorectomy"
"6721" "672.1 Partial oophorectomy : wedge resection" "6721" "672.1 Partial oophorectomy : wedge resection"
"6722" "672.2 Partial oophorectomy : removal of remaining ovary" "6722" "672.2 Partial oophorectomy : removal of remaining ovary"
"6723" "672.3 Partial oophorectomy : excision of lesion" "6723" "672.3 Partial oophorectomy : excision of lesion"
"673" "673 Extirpation of lesion of ovarian region, not elsewhere classified" "673" "673 Extirpation of lesion of ovarian region, not elsewhere classified"
"674" "674 Repair of ovary" "674" "674 Repair of ovary"
"679" "679 Other operations on ovary" "679" "679 Other operations on ovary"
"6791" "679.1 Other operations on ovary : biopsy" "6791" "679.1 Other operations on ovary : biopsy"
"6792" "679.2 Other operations on ovary : drainage of abscess" "6792" "679.2 Other operations on ovary : drainage of abscess"
"6793" "679.3 Other operations on ovary : oophorotomy, not elsewhere classified" "6793" "679.3 Other operations on ovary : oophorotomy, not elsewhere classified"
"6794" "679.4 Other operations on ovary : freeing of adhesions" "6794" "679.4 Other operations on ovary : freeing of adhesions"
"680" "680 Drainage of fallopian tube" "680" "680 Drainage of fallopian tube"
